1,2,3,4,5
0.9514328685242578,0.4963412178608,0.21648254653220267,0.7040931517479984,0.4207423679030432
0.5311531389420134,0.0917393801873696,0.7165483672162692,0.6344666113995248,0.9048346483880764
0.8146089080236029,0.4725885779254839,0.6406576867206153,0.861440874509055,0.2611633550767124
0.007273048852081354,0.5088582739180445,0.5455843281212656,0.299297119521711,0.6652581173527065
0.7078041795915434,0.685310539442926,0.4745858307598777,0.22166839287457107,0.06528847923021219
0.17777590341134986,0.1598053959192337,0.6873769891043144,0.07771688416179756,0.09255059000308685
0.5587067865934752,0.4519181715772639,0.8032798642029143,0.7509755792986391,0.7257477344300767
0.7462536843442739,0.8931213616880594,0.8717646118316448,0.4529983159016434,0.9933739230658002
0.021274768097426122,0.17687011157750943,0.11056147909352787,0.8567517258884635,0.701944207832328
0.9626919004590899,0.8121293531219326,0.6185858012789505,0.3745350997330623,0.6935445580683314
